link,views,unique_sessions,unique_users,total_time_sec,avg_time_sec,median_time_sec,p90_time_sec
https://travel.com.vn/chuong-trinh/thai-lan-bangkok-pattaya-khach-san-5-sao-bien-jomtien-khu-du-lich-suan-thai-pattaya-wat-arun-cafe-blue-dragon-chua-wat-paknam-phasicharoen-tang-ve-xem-colosseum-show-va-buffet-baiyoke-sky-pid-13742,2,2,2,1153.0339999999999,576.5169999999999,576.5169999999999,741.6394
https://travel.com.vn/chuong-trinh/phu-quoc-grand-world-thanh-pho-khong-ngu-thien-duong-giai-tri-vinwonders-vinpearl-safari-hon-thom-nature-park-cap-treo-vuot-bien-cong-vien-nuoc-aquatopia-pid-10457?tourCode=NDSGN878-006-190226VN-D,2,1,1,7.814,3.907,3.907,7.031000000000001
https://travel.com.vn/du-lich-trung-quoc.aspx?fromDate=2026-01-16&zarsrc=30&utm_source=zalo&utm_medium=zalo&utm_campaign=zalo,2,1,1,536.552,268.276,268.276,392.61359999999996
https://travel.com.vn/chuong-trinh/sieu-sale-da-nang-hue-dam-lap-an-la-vang-dong-phong-nha-kdl-ba-na-cau-vang-son-tra-hoi-an-da-nang-khach-san-4-tron-tour-gia-da-giam-400000-dkhach-pid-10532?tourCode=NDSGN3361-016-170126VU-V,2,2,2,239.791,119.8955,119.8955,155.6831
https://travel.com.vn/chuong-trinh/nhat-ban-osaka-nara-kyoto-con-duong-triet-gia-tetsugaku-no-michi-nagoya-nabana-no-sato-tokyo-nui-phu-si-oshino-hakkai-narita-trai-nghiem-shinkansen-mac-yukata-dao-pho-thuong-thuc-bo-kobe-bo-wagyu-nhung-lau-mua-hoa-anh-dao-pid-10835?tourCode=NNSGN6134-001-250326VN-D,2,1,1,431.10699999999997,215.55349999999999,215.55349999999999,339.4267
https://travel.com.vn/du-lich-vietravel.aspx?fromDate=2026-01-22&utm_source=DIGI_Google&utm_source=DIGI_Google&utm_medium=cpa&utm_medium=cpa&utm_campaign=Brand_TourTietKiem&utm_campaign=Brand&gad_source=1&gad_campaignid=20962445181&gbraid=0AAAAAoO64iJbfJRApLilp0ttXWmU0ZLL_&gclid=CjwKCAiA95fLBhBPEiwATXUsxEUJJEPVWcARFSDZe-YKLymF-hk8D16eA6PIoHSxxLTR_FMRpxIjdBoCe3YQAvD_BwE&departureFrom=1&destinationTo=6&tourLine=2,2,1,1,157.89499999999998,78.94749999999999,78.94749999999999,140.0079
https://travel.com.vn/du-lich-han-quoc.aspx?fromDate=2025-03-10,2,1,1,559.009,279.5045,279.5045,286.9945
https://travel.com.vn/chuong-trinh/thai-lan-bangkok-pattaya-kanchanaburi-cho-noi-bon-mien-bien-jomtien-check-in-tai-the-village-farm-to-cafe-cay-khong-lo-giant-raintree-trai-nghiem-resort-tren-song-va-thuong-thuc-buffet-baiyoke-sky-pid-6363,2,2,2,66.801,33.4005,33.4005,44.0257
https://travel.com.vn/chuong-trinh/thai-lan-bangkok-pattaya-khach-san-5-sao-lang-nong-nooch-cho-noi-bon-mien-check-in-tai-the-kliff-beach-club-pattaya-tang-ve-colosseum-show-trai-nghiem-am-thuc-michelin-pid-13351?tourCode=NNSGN160-023-230126VU-V-F,2,2,2,16.757,8.3785,8.3785,13.328500000000002
https://travel.com.vn/chuong-trinh/thai-lan-phuket-dao-phi-phi-vinh-phang-nga-pid-5890,2,2,2,783.5609999999999,391.78049999999996,391.78049999999996,482.2233
https://travel.com.vn/du-lich-van-ly-truong-thanh.aspx,2,1,1,762.736,381.368,381.368,686.46
https://travel.com.vn/du-lich-da-nang.aspx?utm_source=DIGI_Google&utm_medium=cpc&utm_campaign=BacTrungBo_AllProduct&gad_source=1&gad_campaignid=20787187182&gbraid=0AAAAAoO64iJ_ino2boCvjqA7GHh5b0Rbz&gclid=EAIaIQobChMIgpTMh-CQkgMVGTtECB2DiiNUEAAYAyAHEgLF2_D_BwE,2,1,2,178.858,89.429,89.429,112.2386
https://travel.com.vn/du-lich-vietravel.aspx?fromDate=2026-04-24&departureFrom=3&text=l%E1%BB%85+30-04,2,2,2,270.189,135.0945,135.0945,151.3829
https://travel.com.vn/du-lich-trung-quoc.aspx?fromDate=2026-01-15&departureFrom=1,2,2,2,1488.7069999999999,744.3534999999999,744.3534999999999,1248.7355
https://travel.com.vn/en/du-lich-hong-kong,2,1,1,880.442,440.221,440.221,473.7018
https://travel.com.vn/chuong-trinh/han-quoc-busan-ngoi-lang-bich-hoa-gamcheon-seoul-dao-nami-korean-folk-village-thu-vien-suwon-starfield-trai-nghiem-tau-cao-toc-ktx-pid-13180,2,2,2,218.83800000000002,109.41900000000001,109.41900000000001,166.0942
https://travel.com.vn/chuong-trinh/trung-quoc-thuong-hai-hang-chau-vo-tich-bac-kinh-chinh-phuc-van-ly-truong-thanh-thap-tam-lang-pid-13308,2,2,2,59.882000000000005,29.941000000000003,29.941000000000003,50.3218
https://travel.com.vn/mien-bac/tour-sapa.aspx,2,2,2,165.716,82.858,82.858,149.1428
https://travel.com.vn/du-lich-nuoc-ngoai/tour-chau-uc.aspx,2,2,2,1635.3,817.65,817.65,1426.1612
https://travel.com.vn/chuong-trinh/ha-noi-sapa-fansipan-yen-tu-ha-long-ninh-binh-trang-an-bai-dinh-tang-ve-tau-hoa-muong-hoa-i-mung-1-tet-pid-7633,2,2,2,654.825,327.4125,327.4125,589.3401
https://travel.com.vn/du-lich-trong-nuoc/tour-lao-cai.aspx,2,2,2,279.095,139.5475,139.5475,223.9591
https://travel.com.vn/tags/world-cup-2026?utm_source=DIGI_Google&utm_medium=cpc&utm_campaign=FIFA_WorldCup_2026&gad_source=5&gad_campaignid=23436311759&gclid=EAIaIQobChMI7s2niOKHkgMVX5npBR0xTyttEAEYASAAEgKGzfD_BwE,2,1,1,1047.786,523.893,523.893,867.3738000000001
https://travel.com.vn/du-lich-le-giang.aspx?fromDate=2026-01-15,2,1,1,1067.9440000000002,533.9720000000001,533.9720000000001,949.2760000000001
https://travel.com.vn/du-lich-maldives.aspx,2,2,2,738.728,369.364,369.364,501.628
https://travel.com.vn/order-booking/NDSGN870-006-170126VU-H,2,2,2,221.34500000000003,110.67250000000001,110.67250000000001,135.4881
https://travel.com.vn/du-lich-mien-bac.aspx,2,2,2,169.69,84.845,84.845,127.58020000000002
https://travel.com.vn/chuong-trinh/trung-quoc-thuong-hai-o-tran-to-chau-hang-chau-tu-do-kham-pha-disneyland-thuong-thuc-tra-sua-pid-14085,2,2,2,744.297,372.1485,372.1485,402.61530000000005
https://travel.com.vn/chuong-trinh/dong-bac-bac-kan-ho-ba-be-cao-bang-thac-ban-gioc-dong-van-lang-lo-lo-chai-lung-cu-ha-giang-mung-2-tet-pid-14020,2,1,1,41.353,20.6765,20.6765,27.600900000000003
https://travel.com.vn/du-lich-nhat-ban.aspx?departureFrom=1&utm_source=DIGI_Google&utm_medium=cpa&utm_campaign=NhatBan_HCM_AllProduct&gad_source=1&gad_campaignid=20532899513&gbraid=0AAAAAoO64iL-1MZN4yTKrFN8cl23jiG2I&gclid=Cj0KCQiAsY3LBhCwARIsAF6O6XguQvWXUUbJjpdnqX6nboQw5r67tCsfohXa2qggeOt6Zm9wF5gYjNkaAjLHEALw_wcB,2,1,1,347.524,173.762,173.762,212.0732
https://travel.com.vn/du-lich-nuoc-ngoai/tour-y.aspx,2,2,2,1141.733,570.8665,570.8665,575.0549
https://travel.com.vn/du-lich-nhat-ban.aspx?departureFrom=1&utm_source=DIGI_Google&utm_medium=cpa&utm_campaign=NhatBan_HCM_AllProduct&gad_source=1&gad_campaignid=20532899513&gbraid=0AAAAAoO64iK9pPrxUDSDSNt3-Kxs75jZe&gclid=EAIaIQobChMI-5mY9eWNkgMV2NQWBR306RgUEAAYAiAAEgLKW_D_BwE,2,1,1,490.044,245.022,245.022,249.3204
https://travel.com.vn/du-lich-tiet-kiem.aspx?utm_source=DIGI_Google&utm_medium=cpa&utm_campaign=Brand_TourTietKiem&utm_source=DIGI_Google&utm_medium=cpa&utm_campaign=Brand&gad_source=1&gad_campaignid=20962445181&gbraid=0AAAAAoO64iKlX_3dLZ2L5aL8ZHlcMNjIO&gclid=CjwKCAiA95fLBhBPEiwATXUsxBAJUl-QPo2FaBKUo4Qn1q4iVQ51U5LGjcJLkKuWb1mAfJy7GnWD2hoC5qcQAvD_BwE,2,1,1,1365.112,682.556,682.556,1043.5008
https://travel.com.vn/du-lich-na-uy.aspx,2,2,2,472.73699999999997,236.36849999999998,236.36849999999998,360.0833
https://travel.com.vn/chuong-trinh/trung-quoc-trung-khanh-thanh-do-cuu-trai-cau-cong-vien-gau-truc-cong-vien-hoang-giac-loan-tang-trai-nghiem-tai-nha-hang-lau-lon-nhat-the-gioi-ty-ba-vien-pid-11326,2,2,2,559.797,279.8985,279.8985,358.7341
https://travel.com.vn/chuong-trinh/can-tho-ha-noi-ha-long-dong-thien-cung-bai-dinh-trang-an-tuyet-tinh-coc-khach-san-3-sao-pid-9701,2,2,2,1181.349,590.6745,590.6745,839.9973
